Code,Name,Close,Location,Industry,List_date,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE1618,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,
600999.SH,招商证券,17.81,广东,非银金融,2009/11/17,0.54,0.78,0.91,1.88,0.72,0.48,0.35,0.43,0.9,1.14,0.63,1.57,0.56,1,0.743333333,0.42,9.8102,是,1,23.95964126,39.96948434,0.76984127,0.00%,0,1.815457381,1.10E+11,
601000.SH,唐 山 港,2.23,河北,交通运输,2010/7/5,0.27,0.32,0.33,0.56,0.54,0.44,0.32,0.45,0.3821,0.32,0.21,0.22,0,1,0.306666667,0.403333333,2.6588,是,1,7.27173913,25.765467,-0.239669421,122.70%,-12.0139523,0.838724236,14992599393,
601001.SH,大同煤业,3.52,山西,采掘,2006/6/23,0.39,0.36,0.11,-1.08,0.09,-0.84,0.04,0.65,0.77,1.78,2.4,0.6,0,0,0.286666667,-0.05,3.2925,-,0,12.27906977,0,-6.733333333,112.88%,0.976859973,1.069096431,7012803000,
601002.SH,晋亿实业,5.66,浙江,机械设备,2007/1/26,0.22,0.19,0.09,-0.02,0.17,0.11,-0.016,0.09,0.313,-0.002,0.127,0.052,0,0,0.166666667,0.061333333,3.2459,-,0,33.96,0,1.717391304,282.44%,4.081339784,1.743738254,4391502600,
601003.SH,柳钢股份,4.81,广西,钢铁,2007/2/27,1.7987,1.0325,0.0766,-0.4641,0.0658,0.0846,0.0478,0.1414,0.2463,0.1054,0.0061,0.7104,0,0,0.969266667,0.091266667,4.1083,是,1,4.962514616,33.35740515,9.620160701,83.48%,0.948183181,1.170800574,12890849796,
601005.SH,重庆钢铁,1.55,重庆,钢铁,2007/2/28,0.2,0.04,-1.06,-1.35,0.012,-1.252,0.057,-0.849,0.006,0.05,0.35,0.27,0,0,-0.273333333,-0.681333333,2.0779,-,0,10000,0,-0.598825832,98.88%,-16.47035346,0.745945426,16499414194,
601006.SH,大秦铁路,6.78,山西,交通运输,2006/8/1,0.98,0.9,0.48,0.85,0.95,0.85,0.77,0.79,0.7,0.5,0.51,0.47,0,1,0.786666667,0.803333333,7.1633,是,1,8.618644068,49.06479429,-0.020746888,136.38%,-27.70153271,0.946491142,1.18E+11,
601008.SH,连 云 港,3.37,江苏,交通运输,2007/4/26,0.003,0.01,0.01,0.05,0.1,0.2,0.19,0.22,0.21,0.14,0.19,0.25,0,1,0.007666667,0.203333333,3.1455,是,1,439.5652174,285.7782018,-0.962295082,39.33%,1.051141303,1.071371801,4047156984,
601009.SH,南京银行,7.27,江苏,银行,2007/7/19,1.26,1.09,1.33,2.21,1.89,1.51,1.35,1.08,0.9,0.84,0.79,0.62,0.49,1,1.226666667,1.313333333,9.17,是,1,5.926630435,30.02846773,-0.065989848,0.00%,0,0.792802617,70147859531,
601010.SH,文峰股份,3.08,江苏,商业贸易,2011/6/3,0.13,0.16,0.14,0.14,0.6,0.52,0.85,0.97,0.92,0.77,0.7,0.59,1.34,1,0.143333333,0.78,2.4401,是,1,21.48837209,30.51090476,-0.816239316,91.52%,-7.126844994,1.262243351,5433120000,
601011.SH,宝 泰 隆,3.35,黑龙江,采掘,2011/3/9,0.22,0.11,0.07,0.07,0.18,0.03,0.19,0.59,0.67,0.43,0.67,0.31,0,1,0.133333333,0.27,3.7711,-,0,25.125,0,-0.50617284,92.03%,4.671454889,0.888334969,6733706615,
601012.SH,隆基股份,25.33,陕西,电气设备,2012/4/11,0.92,1.79,0.85,0.31,0.55,0.13,-0.11,1.27,2.05,0.49,0.51,0.38,0,1,1.186666667,0.43,5.6696,是,1,21.34550562,14.16687396,1.759689922,153.38%,5.687701402,4.467687315,89962599654,
601018.SH,宁 波 港,3.31,浙江,交通运输,2010/9/28,0.22,0.2,0.17,0.2,0.22,0.22,0.21,0.19,0.19,0.17,0.16,0,0,1,0.196666667,0.206666667,2.91,是,1,16.83050847,42.47534834,-0.048387097,75.88%,2.03896626,1.137457045,47685709069,
601019.SH,山东出版,6.49,山东,传媒,2017/11/22,0.71,0.74,0.58,0.54,0.51,0.42,0.41,0,0,0,0,0,0,1,0.676666667,0.276666667,4.6283,是,1,9.591133005,40.75596908,1.445783133,297.15%,-1.294365088,1.402242724,13961361000,
601020.SH,华钰矿业,7.98,西藏,有色金属,2016/3/16,0.43,0.58,0.36,0.35,0.44,0.27,1.66,0,0,0,0,0,0,1,0.456666667,0.643333333,3.783,是,1,17.47445255,21.07318787,-0.29015544,221.61%,3.474878362,2.109436955,4549175995,
601021.SH,春秋航空,33.31,上海,交通运输,2015/1/21,1.67,1.58,1.19,1.68,2.95,2.44,2.08,1.61,0,0,0,0,0,1,1.48,2.043333333,14.5323,是,1,22.50675676,12.20219976,-0.275693312,121.54%,1.624774205,2.29213545,36935563907,
601028.SH,玉龙股份,5.87,江苏,机械设备,2011/11/7,0.0279,0.1,-0.82,0.17,0.36,0.47,0.37,0.58,0.75,0.74,0.56,0.47,0,0,-0.2307,0.473333333,2.6144,-,0,10000,0,-1.487394366,466.26%,-1.03344018,2.245257038,4275320650,
601038.SH,一拖股份,6.22,河南,机械设备,2012/8/8,-1.3188,0.0572,0.2245,0.1359,0.1684,0.2229,0.3896,0.4857,0.6415,0.2984,0.0929,0,0,0,-0.3457,0.366066667,4.0646,-,0,10000,0,-1.944363504,108.64%,1.282861065,1.530285883,5816515000,
601058.SH,赛轮金宇,3.84,山东,化工,2011/6/30,0.25,0.14,0.16,0.19,0.74,0.65,0.42,0.32,0.4,0.52,0.13,0.36,0.12,1,0.183333333,0.463333333,2.3352,是,1,20.94545455,20.21645215,-0.604316547,83.95%,1.010366341,1.644398767,11908149590,
601069.SH,西部黄金,13.92,新疆,有色金属,2015/1/22,0.0153,0.0343,0.199,0.0973,0.1538,0.2381,0.6183,0.6055,0,0,0,0,0,1,0.082866667,0.4873,2.6433,是,1,167.9806919,65.42983046,-0.829947329,104.08%,9.316574818,5.266144592,9120240000,
601086.SH,国芳集团,4.93,甘肃,商业贸易,2017/9/29,0.2,0.22,0.18,0.21,0.27,0.32,0.28,0.26,0,0,0,0,0,1,0.2,0.286666667,2.6817,是,1,24.65,50.57073527,-0.302325581,138.32%,-2.376338454,1.838386098,2997000000,
601088.SH,中国神华,16.12,北京,采掘,2007/10/9,0,0,0,0,0,0,2.396,2.253,1.87,1.522,1.337,1.066,0.909,0,0,1.549666667,16.4788,是,1,10000,39.89984727,-1,114.44%,12.10571035,0.97822657,3.42E+11,
601098.SH,中南传媒,10.59,湖南,传媒,2010/10/28,0.69,0.84,1,0.94,0.82,0.62,0.52,0.45,0.41,0,0,0,0,1,0.843333333,0.53,7.5032,是,1,12.55731225,88.50287595,0.591194969,301.98%,-1.002845612,1.411397804,20797680000,
601099.SH,太 平 洋,3.24,云南,非银金融,2007/12/28,-0.194,0.017,0.1,0.321,0.171,0.045,0.043,0.104,0.136,0.27,-0.429,0.4522,0.1984,0,-0.025666667,0.064,1.5096,-,0,10000,0,-1.401041667,0.00%,0,2.146263911,22221191366,
601100.SH,恒立液压,61.2,江苏,机械设备,2011/10/28,0.95,0.61,0,0.1,0.15,0.35,0.44,0.98,0.85,0.53,0.56,0,0,0,0.52,0.59,5.1551,是,1,117.6923077,31.62637519,-0.118644068,194.75%,9.062960793,11.87173867,38472840000,
601101.SH,昊华能源,4,北京,采掘,2010/3/31,0.6,0.52,-0.01,0.05,0.15,0.44,0.75,1.3,2.05,1.37,2.08,1.04,1.03,0,0.37,0.83,6.7076,是,1,10.81081081,31.61506348,-0.554216867,97.90%,-0.118924833,0.596338482,6359990842,
601106.SH,中国一重,2.58,黑龙江,机械设备,2010/2/9,0.0188,0.0128,-0.877,-0.2746,0.0039,0.0026,0.0045,0.06,0.13,0.26,0.22,0,0,0,-0.2818,0.022366667,1.5935,-,0,10000,0,-13.59910581,132.47%,0.870776067,1.619077502,19201792196,
601107.SH,四川成渝,3.4,四川,交通运输,2009/7/27,0.2777,0.2905,0.3424,0.3256,0.3169,0.3304,0.3862,0.4265,0.3745,0.2991,0.2129,0.1937,0.1213,1,0.303533333,0.381033333,4.7388,是,1,11.20140567,36.01096416,-0.203394279,107.54%,-0.797708097,0.717481219,11834692200,
601113.SH,华鼎股份,2.54,浙江,商业贸易,2011/5/9,0.25,0.11,0.09,0.15,-0.12,0.12,0.12,0.47,0.52,0.33,0.02,0,0,0,0.15,0.236666667,5.1229,是,1,16.93333333,31.15527711,-0.366197183,164.75%,111.4259369,0.495812918,4109331863,
601116.SH,三江购物,12.4,浙江,商业贸易,2011/3/2,0.24,0.26,0.25,0.16,0.27,0.3653,0.4289,0.3816,0.37,0.36,0.29,0.25,0,1,0.25,0.391933333,5.6907,是,1,49.6,98.13885652,-0.362136418,136.57%,-1.33557389,2.178993797,7212924528,
601117.SH,中国化学,5.89,北京,建筑装饰,2010/1/7,0.39,0.32,0.36,0.58,0.64,0.68,0.63,0,0,0,0,0,0,1,0.356666667,0.436666667,6.0506,是,1,16.51401869,30.13261613,-0.183206107,142.01%,-1.6719618,0.973457178,30732590000,
601118.SH,海南橡胶,5.59,海南,农林牧渔,2011/1/7,0.0542,-0.0672,0.0156,-0.2518,0.0057,0.0397,0.075,0.194,0.18,0.09,0.11,0.19,0.1239,0,0.000866667,0.1029,2.2895,是,1,6450,20.588692,-0.991577583,96.92%,3.327100277,2.441581131,19642573588,
601126.SH,四方股份,6.04,北京,电气设备,2010/12/31,0.27,0.29,0.36,0.42,0.84,0.91,0.72,0.54,0.48,0.4,0.39,0.32,0.2454,1,0.306666667,0.723333333,4.8851,是,1,19.69565217,65.25521496,-0.576036866,270.71%,45.4124105,1.236412765,4448050840,
601127.SH,小康股份,9.04,重庆,汽车,2016/6/15,0.12,0.81,0,0.5,0.4,0.49,0,0.66,0,0,0,0,0,0,0.31,0.383333333,5.265,是,1,29.16129032,70.83288068,-0.191304348,99.68%,0.83637427,1.71699905,11870862303,
601128.SH,常熟银行,6.84,江苏,银行,2016/9/30,0.58,0.57,0.51,0.48,0.5,0.49,0.44,0.52,0.66,0.56,0.78,0.67,0,1,0.553333333,0.483333333,5.4074,是,1,12.36144578,33.20094339,0.144827586,0.00%,0,1.26493324,22146115874,
601137.SH,博威合金,11.83,浙江,有色金属,2011/1/27,0.54,0.49,0.37,0.33,0.32,0.39,0.5,0.64,0.75,0.6,1.71,3.33,0,1,0.466666667,0.51,6.0443,是,1,25.35,12.38388428,-0.08496732,187.80%,7.865708954,1.957215889,6619312974,
601139.SH,深圳燃气,7.28,广东,公用事业,2009/12/25,0.36,0.4,0.35,0.31,0.33,0.35,0,0,0,0.24,0,0,0,1,0.37,0.116666667,3.1966,是,1,19.67567568,41.85808505,2.171428571,56.20%,2.413675329,2.277419758,20137372808,
601158.SH,重庆水务,5.21,重庆,公用事业,2010/3/29,0.3,0.43,0.22,0.32,0.3,0.39,0.39,0.34,0.28,0,0,0,0,1,0.316666667,0.373333333,2.9463,是,1,16.45263158,94.54653589,-0.151785714,218.12%,-4.036980817,1.768319587,26400000000,
601163.SH,三角轮胎,12.78,山东,化工,2016/9/9,0.6,0.6,1.27,1.34,1.69,1.51,1.04,0.82,0,0,0,0,0,1,0.823333333,1.123333333,11.715,是,1,15.52226721,33.1234658,-0.267062315,203.29%,-5.465981185,1.090909091,11232000000,
601166.SH,兴业银行,16.06,福建,银行,2007/2/5,2.85,2.74,2.77,2.63,2.47,2.16,0,0,3.28,2.66,2.28,1.75,0.95,1,2.786666667,0.72,21.18,是,1,5.763157895,23.6459776,2.87037037,0.00%,0,0.758262512,3.92E+11,
601168.SH,西部矿业,5.74,青海,有色金属,2007/7/12,-0.87,0.11,0.04,0.01,0.12,0.15,0,0,0,0,0,0,0,0,-0.24,0.05,3.684,-,0,10000,0,-5.8,97.39%,0.824407503,1.558089034,12939690000,
601169.SH,北京银行,4.84,北京,银行,2007/9/19,0.91,0.99,1.16,1.33,1.48,1.53,1.38,1.44,1.09,0.9,0.87,0.63,0.43,1,1.02,1.45,8.26,是,1,4.745098039,30.23144436,-0.296551724,0.00%,0,0.585956416,1.18E+11,
601177.SH,杭齿前进,7.54,浙江,机械设备,2010/10/11,0.0363,0.0265,0.0182,-0.2998,0.0506,0.0596,0.1714,0.3731,0.3984,0.2916,0.2763,0.189,0,0,0.027,0.201366667,4.0863,是,1,279.2592593,55.15874233,-0.865916239,109.78%,1.154875915,1.845190025,3680552000,
601188.SH,龙江交通,2.65,黑龙江,交通运输,2010/3/19,0.23,0.27,0.22,0.21,0.2299,0.1941,0.1,0.11,0.08,0,0,0,0,1,0.24,0.1347,3.2062,是,1,11.04166667,30.07415712,0.781737194,267.45%,-3.882691197,0.826523611,3855524213,
601198.SH,东兴证券,10.9,北京,非银金融,2015/2/26,0,0.475,0.527,0.84,0.519,0.334,0.256,0.285,0,0,0,0,0,0,0.334,0.291666667,7.1214,是,1,32.63473054,30.0953886,0.145142857,0.00%,0,1.530597916,29868713915,
601199.SH,江南水务,3.63,江苏,公用事业,2011/3/17,0.19,0.24,0.32,0.58,0.76,0.62,0.59,0.55,0.43,0.28,0.25,0.23,0,1,0.25,0.586666667,2.9222,是,1,14.52,33.60282477,-0.573863636,197.94%,-5.154423186,1.24221477,3413517566,
601208.SH,东材科技,5.13,四川,化工,2011/5/20,0.05,0.16,0.07,0.1,0.27,0.11,0.22,0.8,0.8,0.38,0.27,0,0,1,0.093333333,0.376666667,3.7516,是,1,54.96428571,28.59040165,-0.752212389,219.78%,14.20018144,1.367416569,2863566570,
601211.SH,国泰君安,16.35,上海,非银金融,2015/6/26,0.7,1.1,1.21,2.21,1.11,0.47,0.43,0,0,0,0,0,0,1,1.003333333,0.3,14.17,是,1,16.29568106,36.51823344,2.344444444,0.00%,0,1.153846154,1.49E+11,
601212.SH,白银有色,2.83,甘肃,有色金属,2017/2/15,0.004,0.035,0.04,0.018,0.019,0.052,0,0.11,0,0,0,0,0,1,0.026333333,0.054,1.3852,-,0,107.4683544,0,-0.512345679,100.78%,0.121373043,2.043026278,24805994612,
601216.SH,君正集团,2.44,内蒙古,化工,2011/2/22,0.2708,0.2546,0.1877,0.2278,0.3735,0.4002,0.3302,0.934,0.9348,0.2954,0.4048,0,0,1,0.2377,0.5548,1.9433,-,0,10.26503997,59.08931374,-0.571557318,54.73%,4.152964831,1.255596151,25482812518,
601218.SH,吉鑫科技,2.71,江苏,电气设备,2011/5/6,-0.0598,0.0061,0.1184,0.1297,0.0936,0.0201,0.02,0.38,0.78,0.83,0.4,0,0,0,0.021566667,0.140033333,2.5038,-,0,125.6568779,0,-0.84598905,215.09%,12.39623722,1.082354821,2767010400,
601222.SH,林洋能源,5.21,江苏,电气设备,2011/8/8,0.36,0.38,0.28,1.29,1.15,1.05,0.86,0.78,0.84,0.79,0.53,0,0,1,0.34,0.896666667,5.2576,是,1,15.32352941,39.94016606,-0.620817844,227.90%,3.509790694,0.990946439,7716175075,
601225.SH,陕西煤业,7.5,陕西,采掘,2014/1/28,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.13,5.0664,是,1,10000,29.1039711,-1,93.21%,1.456516737,1.480341071,84800000000,
601226.SH,华电重工,3.77,北京,建筑装饰,2014/12/11,0.0494,0.0326,-0.0796,0.226,0.5865,0.58,0.48,0.37,0,0,0,0,0,0,0.0008,0.476666667,3.0833,是,1,4712.5,30.37197508,-0.998321678,156.11%,491.0581696,1.222715921,4608450000,
601228.SH,广 州 港,3.22,广东,交通运输,2017/3/29,0.12,0.12,0.12,0.12,0.15,0.16,0.14,0.12,0,0,0,0,0,1,0.12,0.14,2.028,是,1,26.83333333,30.15997798,-0.142857143,52.56%,1.65058513,1.587771203,23162493200,
601229.SH,上海银行,8.29,上海,银行,2016/11/16,1.56,1.96,2.61,2.47,2.46,2.21,1.77,1.37,0,0,0,1.13,0.92,1,2.043333333,1.783333333,12.93,是,1,4.057096248,27.2686794,0.145794393,0.00%,0,0.641144625,1.31E+11,
601233.SH,桐昆股份,11.39,浙江,化工,2011/5/18,1.16,1.42,1.03,0.12,0.12,0.07,0.27,1.23,3.11,1.03,0.33,0,0,1,1.203333333,0.523333333,8.4065,是,1,9.465373961,10.31159001,1.299363057,66.33%,1.839333223,1.354903943,23653475520,
601238.SH,广汽集团,10.15,广东,汽车,2012/3/29,1.06,1.61,0.97,0.66,0.5,0.41,0.18,0.69,0.92,0.52,0.4563,0.9935,0,1,1.213333333,0.426666667,7.4575,是,1,8.365384615,35.65615986,1.84375,175.52%,-1.984960488,1.361045927,1.21E+11,
601288.SH,农业银行,3.4,北京,银行,2010/7/15,0.59,0.58,0.55,0.55,0.55,0.51,0,0,0,0,0,0,0,1,0.573333333,0.17,4.54,是,1,5.930232558,30.01336404,2.37254902,0.00%,0,0.748898678,1.27E+12,
601311.SH,骆驼股份,8.45,湖北,汽车,2011/6/2,0.64,0.55,0.61,0.72,0.79,0.62,0.57,0.83,0.78,0.55,0.24,0,0,1,0.6,0.673333333,6.7156,是,1,14.08333333,23.04631837,-0.108910891,206.11%,2.294258177,1.25826434,7783051699,
601318.SH,中国平安,68.86,广东,非银金融,2007/3/1,6.01,4.99,3.49,2.98,4.68,3.55,2.53,2.5,2.3,1.89,0.09,2.11,0,1,4.83,2.86,30.44,是,1,14.25672878,32.6785441,0.688811189,0.00%,0,2.262155059,1.53E+12,
601326.SH,秦港股份,2.68,河北,交通运输,2017/8/16,0.15,0.18,0.07,0.27,0.39,0.41,0.32,0.25,0.26,0.19,0,0,0,1,0.133333333,0.326666667,2.4868,是,1,20.1,53.09764628,-0.591836735,69.89%,1.758977352,1.077690204,17320977200,
601328.SH,交通银行,5.17,上海,银行,2007/5/15,0.96,0.91,0.89,0.9,0.89,0.84,0,0,0,0,0,0,0,1,0.92,0.28,8.6,是,1,5.619565217,30.2577998,2.285714286,0.00%,0,0.601162791,4.09E+11,
601333.SH,广深铁路,2.37,广东,交通运输,2006/12/22,0.11,0.14,0.16,0.15,0.09,0.18,0.19,0.25,0.22,0.19,0.17,0.202,0,1,0.136666667,0.206666667,4.0731,是,1,17.34146341,54.20662493,-0.338709677,117.29%,-20.98670068,0.581866392,20967269520,
601336.SH,新华保险,40.67,北京,非银金融,2011/12/16,2.54,1.73,1.58,2.76,2.05,1.42,0.94,1.24,1.87,2.22,0.54,0,0,1,1.95,1.2,21.02,是,1,20.85641026,30.32126839,0.625,0.00%,0,1.934823977,1.39E+11,
601339.SH,百隆东方,3.41,浙江,纺织服装,2012/6/12,0.29,0.33,0.4,0.22,0.63,0.68,0.37,1.59,1.55,0.84,0.8,0,0,1,0.34,0.88,5.1557,是,1,10.02941176,30.16964937,-0.613636364,202.65%,2.861862796,0.661403883,5835000000,
601360.SH,三 六 零,19.05,天津,计算机,2012/1/16,0.53,0.1715,0.4015,0.5725,0.5831,0.4405,0.6609,0.7779,0,0,0,0,0,1,0.367666667,0.626433333,3.5455,是,1,51.81323663,10.1417725,-0.413079338,199.10%,-4.473172221,5.373008038,1.40E+11,
601366.SH,利群股份,6.01,山东,商业贸易,2017/4/12,0.23,0.49,0.53,0.49,0.49,0.49,0.49,0.51,0,0,0,0,0,1,0.416666667,0.496666667,5.309,是,1,14.424,85.16598891,-0.161073826,90.79%,4.826313309,1.132039932,4620887470,
601369.SH,陕鼓动力,5.65,陕西,机械设备,2010/4/28,0.2138,0.1471,0.15,0.22,0.32,0.56,0.63,0.51,0.63,0.47,0.46,0.57,0,1,0.1703,0.566666667,3.7815,是,1,33.17674692,95.73436883,-0.699470588,139.58%,10.17753113,1.494116091,10573480468,
601375.SH,中原证券,4.83,河南,非银金融,2017/1/3,0.02,0.11,0.22,0.49,0.24,0.12,0.09,0.05,0.25,0.43,0,0,0,1,0.116666667,0.086666667,2.5719,-,0,41.4,58.81158659,0.346153846,0.00%,0,1.877989035,18029869462,
601388.SH,怡球资源,1.65,江苏,有色金属,2012/4/23,0.05,0.16,0.01,0.02,0.0565,0.22,0.44,1,0.95,0.76,0.14,0,0,1,0.073333333,0.553333333,1.2691,是,1,22.5,20.61898861,-0.86746988,181.32%,1.826101251,1.300133953,3625466000,
601398.SH,工商银行,5.14,北京,银行,2006/10/27,0.82,0.79,0.77,0.77,0.78,0.74,0.67,0.59,0.48,0.39,0.33,0.24,0,1,0.793333333,0.666666667,6.3,是,1,6.478991597,30.00409842,0.19,0.00%,0,0.815873016,2.06E+12,
601500.SH,通用股份,6.17,江苏,化工,2016/9/19,0.2,0.2,0.29,0.29,0.37,0.4,0.3,0.17,0,0,0,0,0,1,0.23,0.29,3.6697,是,1,26.82608696,47.09629934,-0.206896552,157.26%,-51.02933885,1.681336349,5085451225,
601515.SH,东风股份,6.18,广东,轻工制造,2012/2/16,0.67,0.59,0.51,0.67,0.66,1.26,1.09,1.09,1.02,1.01,1.02,0,0,1,0.59,1.146666667,3.7493,是,1,10.47457627,108.5389874,-0.485465116,206.52%,24.83153975,1.648307684,8593536000,
601518.SH,吉林高速,2.33,吉林,交通运输,2010/3/19,0.19,0.24,0.16,0.11,0.21,0.24,0.24,0.18,0.11,0,0,0,0,1,0.196666667,0.22,2.587,是,1,11.84745763,10.52916565,-0.106060606,78.83%,1.297424179,0.900657132,3430003607,
601519.SH,大 智 慧,7.25,上海,计算机,2011/1/28,0.05,0.19,-0.89,0,0,0,0,0.155,0.275,0.322,0.126,0.071,0,0,-0.216666667,0.051666667,0.7253,-,0,10000,0,-5.193548387,214.32%,-1.740540596,9.995863781,13754884000,
601555.SH,东吴证券,7.84,江苏,非银金融,2011/12/12,0.12,0.26,0.5,1,0.49,0,0.14,0.15,0.38,0.49,0.18,0,0,0,0.293333333,0.096666667,6.7201,是,1,26.72727273,75.2596084,2.034482759,0.00%,0,1.166649306,25590000000,
601558.SH,ST 锐电,0.84,北京,电气设备,2011/1/13,0.03,0.02,-0.51,-0.74,0.01,-0.86,-0.14,0.39,3.17,2.06,5.4,1.73,0,0,-0.153333333,-0.203333333,0.2461,-,0,10000,0,-0.245901639,132.79%,21.89209773,3.413246648,6332130000,
601566.SH,九 牧 王,10.24,福建,纺织服装,2011/5/30,0.93,0,0.74,0.7,0.61,0.93,1.16,0.99,0.8,0.57,0.43,0,0,0,0.556666667,1.026666667,7.7134,是,1,18.39520958,107.6923427,-0.457792208,326.95%,103.9917666,1.327559831,6349740508,
601567.SH,三星医疗,7.4,浙江,电气设备,2011/6/15,0.36,0.63,0.6,0.49,0.92,0.7,0.66,0.89,0.99,0.84,0.39,0,0,1,0.53,0.75,5.2588,是,1,13.96226415,81.87115702,-0.293333333,142.41%,6.243693945,1.407165133,9248415584,
601579.SH,会 稽 山,7.73,浙江,食品饮料,2014/8/25,0.36,0.37,0.33,0.28,0.33,0.41,0.42,0.37,0.2,0.35,0,0,0,1,0.353333333,0.4,6.3366,是,1,21.87735849,30.70655586,-0.116666667,229.85%,-5.001940457,1.219897106,4202692000,
601588.SH,北辰实业,2.67,北京,房地产,2006/10/16,0.35,0.34,0.18,0.18,0.16,0.2,0.19,0.14,0.06,0.17,0.13,0.1,0,1,0.29,0.176666667,4.0404,是,1,9.206896552,33.96708186,0.641509434,179.21%,0.537469394,0.660825661,10235740800,
601595.SH,上海电影,12.44,上海,传媒,2016/8/17,0.63,0.69,0.75,0.69,0.58,0.5,0.37,0,0,0,0,0,0,1,0.69,0.29,6.2122,是,1,18.02898551,36.56466012,1.379310345,272.19%,-1.326063194,2.002511188,4971285000,
601599.SH,鹿港文化,2.77,江苏,传媒,2011/5/27,0.06,0.33,0.2,0.31,0.18,0.04,0.03,0.51,0.56,0.36,0.34,0,0,1,0.196666667,0.193333333,2.8621,是,1,14.08474576,35.01247185,0.017241379,125.63%,0.91286934,0.967820831,2919210632,
601600.SH,中国铝业,2.89,北京,有色金属,2007/4/30,0.044,0.09,0.02,0.01,-1.2,0.07,-0.61,0.02,0.06,-0.3435,0.0007,0.82,0,0,0.051333333,-0.173333333,3.2493,-,0,56.2987013,0,-1.296153846,75.96%,0.352819195,0.889422337,55834367279,
601601.SH,中国太保,27.71,上海,非银金融,2007/12/25,1.99,1.62,1.33,1.96,1.22,1.02,0.59,0.97,1,0.95,0,0,0,1,1.646666667,0.86,16.51,是,1,16.82793522,50.29135912,0.914728682,0.00%,0,1.678376741,3.10E+11,
601607.SH,上海医药,18.93,上海,医药生物,1994/3/24,1.3717,1.3093,1.1887,1.0699,0.9636,0.8341,0.7635,0.8437,0.6867,0.305,0.144,0.12,0,1,1.2899,0.813766667,13.7271,是,1,14.67555624,30.02416255,0.585098103,138.30%,3.944415291,1.379023974,50560769038,
601608.SH,中信重工,3.26,河南,机械设备,2012/7/6,0.02,0.01,-0.37,0.02,0.15,0.18,0.36,0.4,0.31,0.2,0,0,0,0,-0.113333333,0.313333333,1.6496,是,1,10000,12.67166279,-1.361702128,113.50%,1.865936062,1.976236663,15448332683,
601611.SH,中国核建,6.18,上海,建筑装饰,2016/6/6,0.34,0.32,0.33,0.38,0.32,0.29,0.23,0.21,0,0,0,0,0,1,0.33,0.243333333,3.3425,是,1,18.72727273,15.29934174,0.356164384,106.55%,0.540761549,1.848915482,18322500000,
601616.SH,广电电气,2.9,上海,电气设备,2011/2/1,0.1332,0.0237,-0.1202,0.0085,0.0416,0.0585,0.0422,0.4144,0.4912,0.5172,0.2797,0.2099,0,0,0.012233333,0.1717,2.6404,是,1,237.0572207,30.03453559,-0.928751699,549.96%,-9.538760829,1.098318437,2759946250,
601619.SH,嘉泽新能,3.07,宁夏,公用事业,2017/7/20,0.14,0.0906,0.08,0.04,0.04,0.0321,0.0097,0,0,0,0,0,0,1,0.103533333,0.013933333,1.3696,是,1,29.6522859,31.58116081,6.43062201,143.80%,0.488727913,2.241530374,7268080000,
601628.SH,中国人寿,26.3,北京,非银金融,2007/1/9,0.39,1.13,0.66,1.22,1.14,0.88,0.39,0.65,1.19,1.16,0.36,0.99,0,1,0.726666667,0.64,11.26,是,1,36.19266055,39.68407196,0.135416667,0.00%,0,2.335701599,9.27E+11,
601636.SH,旗滨集团,4.78,湖南,建筑材料,2011/8/12,0.456,0.4538,0.3335,0.0695,0.2795,0.558,0.289,0.375,0.657,1.195,0.102,0,0,1,0.414433333,0.407333333,2.8159,是,1,11.53382128,65.47446684,0.017430442,105.40%,3.693583855,1.697503462,11852769965,
601666.SH,平煤股份,4.16,河南,采掘,2006/11/23,0.3029,0.5832,0.319,-0.9053,0.0841,0.2824,0.475,0.782,1.0185,1.0088,2.4759,1.0263,0,0,0.4017,0.513133333,5.4501,-,0,10.35598706,0,-0.217162531,79.09%,0.873885564,0.763288747,9043261881,
601668.SH,中国建筑,5.24,北京,建筑装饰,2009/7/29,0.85,1.05,0.94,0.83,0.75,0.67,0.52,0.45,0.31,0.25,0.15,0,0.14,1,0.946666667,0.546666667,5.2635,是,1,5.535211268,18.44301371,0.731707317,128.63%,1.474030464,0.99553529,2.14E+11,
601669.SH,中国电建,3.76,北京,建筑装饰,2011/10/18,0.4842,0.4788,0.4714,0.3807,0.4986,0.4746,0.4265,0.4924,0,0,0,0,0,1,0.478133333,0.4645,5.2409,是,1,7.863915226,19.2531643,0.029350556,101.84%,-0.165812938,0.717434029,62420062898,
601677.SH,明泰铝业,10.21,河南,有色金属,2011/9/19,0.84,0.72,0.59,0.41,0.44,0.15,0.16,0.72,0.7063,0.4509,0.1058,0,0,1,0.716666667,0.343333333,10.0599,是,1,14.24651163,23.18746735,1.087378641,165.80%,5.976269568,1.014920625,6625035961,
